iteration,continuity,u_momentum,v_momentum,pressure_correction,max_velocity_correction
51,3.472846168e-17,9.837117564e-09,4.715185348e-09,8.506616203e-11,0.0007272319824
52,3.251698113e-17,9.993677932e-09,9.933995359e-09,8.441455441e-11,0.0006848650453
53,3.067309726e-17,2.835922631e-09,7.991202706e-09,8.468154906e-11,0.0006450441136
54,2.98218277e-17,2.893889159e-09,6.94096053e-09,8.582471777e-11,0.0006076035478
55,2.830993242e-17,2.948774661e-09,6.427104993e-09,8.633942187e-11,0.0005724016199
56,2.674755952e-17,3.005024042e-09,6.460830046e-09,8.656619115e-11,0.0005392938515
57,2.51861096e-17,3.06038879e-09,6.890537501e-09,8.654001406e-11,0.0005080255183
58,2.34945908e-17,3.108988102e-09,7.469257948e-09,8.609636523e-11,0.0004787112683
59,2.115224521e-17,3.153844119e-09,8.075352028e-09,8.202725041e-11,0.0004511569036
60,2.019706186e-17,3.196243908e-09,8.706155343e-09,8.361434046e-11,0.0004252156546
61,1.921717119e-17,3.236351964e-09,9.413671235e-09,8.34275996e-11,0.000400792867
62,1.859578035e-17,3.274223114e-09,4.001030574e-09,8.638272569e-11,0.0003783339591
63,1.79109659e-17,3.310218914e-09,4.381228325e-09,8.752615572e-11,0.0003583046144
64,1.712629988e-17,3.343760999e-09,4.913684696e-09,8.845639452e-11,0.0003392490942
65,1.610685711e-17,3.375357147e-09,5.51325864e-09,8.875649952e-11,0.0003211288413
66,1.527254657e-17,3.405142743e-09,5.474474859e-09,8.914613193e-11,0.0003039064447
67,1.44804974e-17,3.432875355e-09,5.323265546e-09,8.946772316e-11,0.0002875438272
68,1.391378376e-17,3.455912278e-09,5.023677424e-09,8.991921625e-11,0.000272006548
69,1.310597851e-17,3.473099581e-09,4.743599411e-09,9.008297698e-11,0.0002572596954
70,1.238464987e-17,3.488522179e-09,4.56059503e-09,9.02603466e-11,0.0002432685929
71,1.167260701e-17,3.502717738e-09,4.466020564e-09,9.041996388e-11,0.0002299994146
72,1.102814057e-17,3.515832857e-09,4.410702958e-09,9.055831813e-11,0.0002174192844
73,1.048849166e-17,3.52796185e-09,4.312455724e-09,9.067787351e-11,0.0002054963198
74,9.972071429e-18,3.53918591e-09,4.088718617e-09,9.07820907e-11,0.0001941996631
75,9.335302675e-18,3.549578715e-09,3.737528308e-09,9.087391461e-11,0.000183499506
76,8.827529119e-18,3.559207715e-09,3.360526403e-09,9.095577061e-11,0.0001733671065
77,8.296431964e-18,3.56813478e-09,9.754131344e-09,9.103409995e-11,0.0001637749067
78,7.980879466e-18,3.576416873e-09,8.88493391e-09,9.109961766e-11,0.0001546960748
79,7.499405342e-18,3.584105449e-09,8.346419646e-09,9.115956765e-11,0.0001461052328
80,7.074224168e-18,3.59124814e-09,8.004535133e-09,9.121566585e-11,0.000137977854
81,6.695129102e-18,3.597888376e-09,7.780432897e-09,9.126793279e-11,0.0001302904912
82,6.323839624e-18,3.604065825e-09,7.635573339e-09,9.131667858e-11,0.0001230207107
83,6.088743313e-18,3.609816709e-09,7.556942231e-09,9.136225057e-11,0.0001161470648
84,5.660289708e-18,3.6151634e-09,7.544574564e-09,9.141432336e-11,0.0001096490587
85,5.354490032e-18,3.620141974e-09,7.601386303e-09,9.144629567e-11,0.0001035071405
86,5.03773838e-18,3.62478433e-09,7.724983596e-09,9.147643677e-11,9.770266495e-05
87,4.8018335e-18,3.629116601e-09,7.903080836e-09,9.150784014e-11,9.221786512e-05
88,4.559188546e-18,3.633162117e-09,8.114517809e-09,9.153875956e-11,8.703582264e-05
89,4.352210741e-18,3.636942138e-09,8.334963973e-09,9.15683604e-11,8.214043717e-05
90,4.033445422e-18,3.64047609e-09,8.543508839e-09,9.159630814e-11,7.751639523e-05
91,3.829852337e-18,3.643781771e-09,8.726577308e-09,9.162263737e-11,7.314913893e-05
92,3.647668598e-18,3.646875498e-09,8.878314466e-09,9.164722889e-11,6.902483537e-05
93,3.447113696e-18,3.649772244e-09,8.998703794e-09,9.167014107e-11,6.513034676e-05
94,3.309689424e-18,3.652485786e-09,9.091168069e-09,9.169139446e-11,6.145320114e-05
95,3.110790589e-18,3.655028796e-09,9.160537226e-09,9.171108027e-11,5.798156388e-05
96,2.977657265e-18,3.657412951e-09,9.211786112e-09,9.172925232e-11,5.470420963e-05
97,2.899125669e-18,3.659649031e-09,9.2493741e-09,9.174600077e-11,5.161049515e-05
98,2.780431041e-18,3.661746976e-09,9.276996565e-09,9.176136896e-11,4.869033273e-05
99,2.585691528e-18,3.66371599e-09,9.297565199e-09,9.177543606e-11,4.593416444e-05
100,2.388922321e-18,3.66556458e-09,9.313294104e-09,9.178829658e-11,4.333293716e-05
101,2.293457251e-18,3.667300626e-09,9.325821106e-09,9.180002037e-11,4.087807849e-05
102,2.255282401e-18,3.668931438e-09,9.336329346e-09,9.181066639e-11,3.856147348e-05
103,2.086982166e-18,3.670463796e-09,9.345653867e-09,9.182029943e-11,3.637544219e-05
104,2.09688207e-18,3.671903994e-09,9.354368995e-09,9.182902365e-11,3.431271814e-05
105,1.909843092e-18,3.673257886e-09,9.362857106e-09,9.183684999e-11,3.236642766e-05
106,1.818926223e-18,3.67453092e-09,9.371361347e-09,9.184385064e-11,3.053007001e-05
107,1.728252442e-18,3.675728165e-09,9.380025344e-09,9.185012037e-11,2.879749842e-05
108,1.689979002e-18,3.676854343e-09,9.388922767e-09,9.185567397e-11,2.716290183e-05
109,1.620055667e-18,3.67791386e-09,9.398079083e-09,9.186057292e-11,2.562078761e-05
110,1.580781597e-18,3.678910825e-09,9.407487433e-09,9.186489675e-11,2.416596491e-05
111,1.533118416e-18,3.679849076e-09,9.417120157e-09,9.186864804e-11,2.279352882e-05
112,1.433479238e-18,3.680732195e-09,9.426937044e-09,9.187187249e-11,2.149884534e-05
113,1.414931987e-18,3.681563535e-09,9.436891148e-09,9.18746479e-11,2.027753695e-05
114,1.332226644e-18,3.682346225e-09,9.44693293e-09,9.187696605e-11,1.912546896e-05
115,1.373350445e-18,3.683083205e-09,9.45701302e-09,9.187894156e-11,1.803873649e-05
116,1.302533083e-18,3.683777213e-09,9.467084121e-09,9.188054034e-11,1.701365211e-05
117,1.290095595e-18,3.684430824e-09,9.477102158e-09,9.188179486e-11,1.604673405e-05
118,1.227488673e-18,3.685046447e-09,9.48702699e-09,9.188275043e-11,1.513469507e-05
119,1.216645162e-18,3.68562634e-09,9.496822746e-09,9.188344941e-11,1.427443187e-05
120,1.195706429e-18,3.686172623e-09,9.506457931e-09,9.188391201e-11,1.346301502e-05
121,1.214053502e-18,3.686687281e-09,9.515905393e-09,9.188414603e-11,1.269767943e-05
122,1.132580348e-18,3.687172185e-09,9.525142132e-09,9.188418598e-11,1.197581532e-05
123,1.097973127e-18,3.687629079e-09,9.534149003e-09,9.188403072e-11,1.129495967e-05
124,1.046554856e-18,3.688059611e-09,9.542910513e-09,9.18837771e-11,1.065278808e-05
125,1.084030946e-18,3.688465326e-09,9.551414443e-09,9.188338696e-11,1.004710711e-05
126,1.016372535e-18,3.688847674e-09,9.559651583e-09,9.188286089e-11,9.475847028e-06
127,1.105506933e-18,3.689208018e-09,9.567615381e-09,9.188221333e-11,8.937054886e-06
128,1.075356458e-18,3.689547644e-09,9.575301671e-09,9.188149391e-11,8.428888045e-06
129,9.96724514e-19,3.689867754e-09,9.582708368e-09,9.188073773e-11,7.949608001e-06
130,1.067188463e-18,3.690169484e-09,9.589835206e-09,9.18798887e-11,7.497574567e-06
131,9.367484912e-19,3.690453896e-09,9.596683542e-09,9.187899828e-11,7.071240366e-06
132,9.777016863e-19,3.690721999e-09,9.603256043e-09,9.187808252e-11,6.669145627e-06
133,1.085649325e-18,3.690974732e-09,9.609556551e-09,9.187713352e-11,6.289913264e-06
134,9.549236655e-19,3.691212985e-09,9.615589886e-09,9.187615006e-11,5.932244227e-06
135,8.893994322e-19,3.691437597e-09,9.621361621e-09,9.187515593e-11,5.594913115e-06
136,9.564547251e-19,3.691649351e-09,9.62687807e-09,9.187414644e-11,5.27676402e-06
137,9.893375843e-19,3.691848991e-09,9.632146022e-09,9.187315973e-11,4.976706613e-06
138,9.526275672e-19,3.692037209e-09,9.637172693e-09,9.187215431e-11,4.693712441e-06
139,8.607272325e-19,3.692214671e-09,9.641965548e-09,9.187116633e-11,4.426811433e-06
140,9.284766334e-19,3.692381989e-09,9.646532399e-09,9.187019576e-11,4.175088598e-06
141,9.202300563e-19,3.692539746e-09,9.650881066e-09,9.18692566e-11,3.937680912e-06
142,9.402435361e-19,3.692688494e-09,9.655019507e-09,9.186829106e-11,3.713774376e-06
143,9.134906539e-19,3.692828748e-09,9.658955711e-09,9.186740816e-11,3.502601239e-06
144,8.646991987e-19,3.692960994e-09,9.662697601e-09,9.186649973e-11,3.303437379e-06
145,9.475483164e-19,3.693085696e-09,9.666253061e-09,9.186564117e-11,3.115599829e-06
146,8.750579298e-19,3.693203281e-09,9.669629854e-09,9.18648001e-11,2.938444442e-06
147,8.588497393e-19,3.693314156e-09,9.672835555e-09,9.18639865e-11,2.771363692e-06
148,9.169382393e-19,3.693418711e-09,9.675877686e-09,9.186321272e-11,2.613784594e-06
149,9.140251677e-19,3.6935173e-09,9.67876347e-09,9.186248409e-11,2.465166742e-06
150,9.26341887e-19,3.693610269e-09,9.681500003e-09,9.186176199e-11,2.325000461e-06
151,9.214024814e-19,3.693697939e-09,9.684094181e-09,9.186106042e-11,2.19280506e-06
152,9.173407144e-19,3.693780612e-09,9.686552641e-09,9.186040969e-11,2.068127186e-06
153,8.970906609e-19,3.693858574e-09,9.688881811e-09,9.18598e-11,1.950539271e-06
154,9.273328494e-19,3.693932094e-09,9.691087916e-09,9.185921235e-11,1.839638067e-06
155,8.834022693e-19,3.694001425e-09,9.693176923e-09,9.185862543e-11,1.735043261e-06
156,8.613613181e-19,3.694066806e-09,9.695154577e-09,9.185809268e-11,1.636396172e-06
157,8.258966731e-19,3.694128464e-09,9.697026407e-09,9.185759665e-11,1.543358524e-06
158,8.922665953e-19,3.694186611e-09,9.698797691e-09,9.185711152e-11,1.455611282e-06
159,8.482357713e-19,3.694241444e-09,9.700473521e-09,9.185664582e-11,1.37285356e-06
160,8.64691599e-19,3.694293157e-09,9.702058751e-09,9.185623508e-11,1.294801585e-06
161,8.315764571e-19,3.694341926e-09,9.703557996e-09,9.185585425e-11,1.221187731e-06
162,8.792174075e-19,3.694387914e-09,9.704975707e-09,9.185546451e-11,1.151759592e-06
163,8.989602442e-19,3.694431289e-09,9.706316134e-09,9.185511463e-11,1.086279122e-06
164,8.586183872e-19,3.694472194e-09,9.707583259e-09,9.185479863e-11,1.024521814e-06
165,8.471586787e-19,3.694510768e-09,9.708780972e-09,9.18544856e-11,9.662759355e-07
166,9.433430335e-19,3.694547148e-09,9.70991292e-09,9.185421117e-11,9.113417946e-07
167,9.076781592e-19,3.69458146e-09,9.710982569e-09,9.185396716e-11,8.595310601e-07
168,9.412921943e-19,3.694613816e-09,9.711993271e-09,9.185369716e-11,8.106661131e-07
169,8.080079101e-19,3.694644335e-09,9.712948147e-09,9.185347775e-11,7.645794379e-07
170,9.474842099e-19,3.694673113e-09,9.713850192e-09,9.185325528e-11,7.211130469e-07
171,8.465281603e-19,3.694700257e-09,9.714702272e-09,9.185307358e-11,6.801179391e-07
172,8.533087666e-19,3.694725854e-09,9.715507037e-09,9.185288764e-11,6.414535882e-07
173,9.046940534e-19,3.694749995e-09,9.716267083e-09,9.185273649e-11,6.049874604e-07
174,9.0367993e-19,3.694772765e-09,9.716984866e-09,9.185259935e-11,5.705945604e-07
175,8.505361605e-19,3.694794237e-09,9.717662633e-09,9.185246128e-11,5.381570018e-07
176,9.085740992e-19,3.694814489e-09,9.718302607e-09,9.185235843e-11,5.075636029e-07
177,8.794182573e-19,3.694833588e-09,9.71890683e-09,9.185221959e-11,4.787095049e-07
178,8.907230245e-19,3.694851601e-09,9.71947729e-09,9.18521513e-11,4.514958133e-07
179,8.785913352e-19,3.69486859e-09,9.720015815e-09,9.185203104e-11,4.258292568e-07
180,8.163271757e-19,3.694884612e-09,9.720524186e-09,9.185198237e-11,4.016218695e-07
181,8.407125636e-19,3.694899722e-09,9.721004059e-09,9.185189539e-11,3.787906869e-07
182,8.971013109e-19,3.694913975e-09,9.721457032e-09,9.185185056e-11,3.572574632e-07
183,8.037628709e-19,3.694927413e-09,9.721884555e-09,9.185178895e-11,3.369484022e-07
184,8.979760544e-19,3.694940092e-09,9.722288074e-09,9.185172606e-11,3.177939036e-07
185,8.438099931e-19,3.694952047e-09,9.722668898e-09,9.185171575e-11,2.997283256e-07
186,8.924088703e-19,3.694963323e-09,9.723028299e-09,9.185168084e-11,2.826897585e-07
187,8.277272238e-19,3.694973958e-09,9.723367465e-09,9.185162583e-11,2.666198131e-07
188,8.937618276e-19,3.694983986e-09,9.723687517e-09,9.18516192e-11,2.514634206e-07
189,8.708475805e-19,3.694993446e-09,9.72398957e-09,9.185160261e-11,2.371686429e-07
190,8.660637882e-19,3.695002368e-09,9.724274574e-09,9.185160544e-11,2.236864957e-07
191,8.874847158e-19,3.695010782e-09,9.7245435e-09,9.185159949e-11,2.109707795e-07
192,7.757226889e-19,3.695018719e-09,9.724797248e-09,9.185159297e-11,1.989779216e-07
193,8.562703833e-19,3.695026203e-09,9.725036675e-09,9.185157494e-11,1.876668274e-07
194,8.497459446e-19,3.69503326e-09,9.725262585e-09,9.185160996e-11,1.769987379e-07
195,8.643484224e-19,3.695039918e-09,9.725475725e-09,9.185158679e-11,1.669370986e-07
196,8.870601137e-19,3.695046197e-09,9.725676816e-09,9.185159664e-11,1.574474325e-07
197,8.935980976e-19,3.695052117e-09,9.725866554e-09,9.185161943e-11,1.484972237e-07
198,8.454392804e-19,3.695057702e-09,9.726045545e-09,9.18516183e-11,1.400558044e-07
199,9.560722058e-19,3.695062971e-09,9.726214419e-09,9.185162684e-11,1.320942504e-07
200,8.581011408e-19,3.695067939e-09,9.726373728e-09,9.185162805e-11,1.245852821e-07
201,9.276576729e-19,3.695072624e-09,9.726524014e-09,9.185166221e-11,1.17503171e-07
202,9.078094741e-19,3.695077045e-09,9.726665804e-09,9.185168734e-11,1.108236508e-07
203,8.319070709e-19,3.695081212e-09,9.726799578e-09,9.185169435e-11,1.045238352e-07
204,8.782538972e-19,3.695085143e-09,9.726925749e-09,9.185172491e-11,9.858213901e-08
205,8.955596013e-19,3.69508885e-09,9.727044786e-09,9.185175352e-11,9.297820378e-08
206,7.827442633e-19,3.695092347e-09,9.727157078e-09,9.185174545e-11,8.769282911e-08
207,9.073631584e-19,3.695095645e-09,9.727263021e-09,9.185178307e-11,8.270790539e-08
208,8.802969816e-19,3.695098757e-09,9.727362924e-09,9.185178759e-11,7.800635327e-08
209,8.296973096e-19,3.695101688e-09,9.727457177e-09,9.185181734e-11,7.357206383e-08
210,8.021713237e-19,3.695104457e-09,9.727546099e-09,9.185184207e-11,6.938984398e-08
211,8.601133094e-19,3.695107067e-09,9.727629952e-09,9.185189037e-11,6.544536468e-08
212,8.942573605e-19,3.695109527e-09,9.727709072e-09,9.185188457e-11,6.172511111e-08
213,9.110338241e-19,3.695111847e-09,9.727783711e-09,9.185188185e-11,5.8216337e-08
214,9.52848838e-19,3.695114036e-09,9.727854104e-09,9.185194568e-11,5.490702051e-08
215,8.587198202e-19,3.695116101e-09,9.727920499e-09,9.185193455e-11,5.17858231e-08
216,8.444020993e-19,3.695118048e-09,9.727983125e-09,9.185193607e-11,4.884205126e-08
217,8.572981553e-19,3.695119886e-09,9.72804219e-09,9.185199097e-11,4.606561901e-08
218,8.83160836e-19,3.695121618e-09,9.728097912e-09,9.185200085e-11,4.344701368e-08
219,8.831707622e-19,3.695123253e-09,9.728150495e-09,9.185203922e-11,4.097726355e-08
220,8.598770459e-19,3.695124793e-09,9.728200048e-09,9.185203743e-11,3.864790696e-08
221,8.147302519e-19,3.695126246e-09,9.728246811e-09,9.185206833e-11,3.645096283e-08
222,8.828289298e-19,3.695127616e-09,9.728290926e-09,9.185205632e-11,3.437890464e-08
223,8.658070003e-19,3.69512891e-09,9.72833254e-09,9.185208555e-11,3.242463278e-08
224,8.496260551e-19,3.695130128e-09,9.728371767e-09,9.18521151e-11,3.058145176e-08
225,9.237475384e-19,3.695131278e-09,9.728408772e-09,9.185208771e-11,2.884304662e-08
226,9.109742671e-19,3.695132362e-09,9.728443706e-09,9.185212446e-11,2.720346123e-08
227,8.318796705e-19,3.695133386e-09,9.728476616e-09,9.185216106e-11,2.565707827e-08
228,8.270285147e-19,3.69513435e-09,9.728507675e-09,9.185221418e-11,2.419859957e-08
229,8.789320302e-19,3.695135262e-09,9.728536979e-09,9.185221303e-11,2.282302827e-08
230,8.83197387e-19,3.695136119e-09,9.728564613e-09,9.185217345e-11,2.15256514e-08
231,8.438327923e-19,3.695136929e-09,9.728590671e-09,9.185218301e-11,2.030202398e-08
232,8.804398771e-19,3.695137692e-09,9.728615253e-09,9.185224245e-11,1.914795378e-08
233,8.541273652e-19,3.695138411e-09,9.728638434e-09,9.185221339e-11,1.805948679e-08
234,8.623037353e-19,3.69513909e-09,9.728660296e-09,9.185223615e-11,1.703289382e-08
235,8.422489999e-19,3.69513973e-09,9.728680919e-09,9.18522387e-11,1.606465741e-08
236,8.554274346e-19,3.695140336e-09,9.728700367e-09,9.185232158e-11,1.515146059e-08
237,8.884853459e-19,3.695140905e-09,9.728718716e-09,9.18522793e-11,1.429017446e-08
238,8.294606842e-19,3.695141443e-09,9.728736017e-09,9.185230993e-11,1.347784823e-08
239,8.294858615e-19,3.69514195e-09,9.728752353e-09,9.185223119e-11,1.271169861e-08
240,8.962268258e-19,3.695142427e-09,9.728767748e-09,9.185235879e-11,1.198910088e-08
241,9.382273867e-19,3.695142879e-09,9.728782259e-09,9.185228225e-11,1.130757935e-08
242,8.574770848e-19,3.695143304e-09,9.728795957e-09,9.185225332e-11,1.066479893e-08
243,8.868399286e-19,3.695143705e-09,9.728808862e-09,9.185246314e-11,1.005855724e-08
244,9.09499766e-19,3.695144083e-09,9.72882106e-09,9.185241583e-11,9.48677753e-09
