y,u
0.0625,-0.04811763664
0.1875,-0.09795180414
0.3125,-0.1261890348
0.4375,-0.1362163271
0.5625,-0.1180199492
0.6875,-0.05260508122
0.8125,0.09699367888
0.9375,0.4712985738
