iteration,continuity,u_momentum,v_momentum,pressure_correction,max_velocity_correction
67,4.563880869e-09,7.738816571e-09,4.276571432e-09,6.678503879e-11,5.043479554e-07
68,3.876262934e-09,7.738841993e-09,4.276418937e-09,6.685266038e-11,4.282799421e-07
69,3.292225336e-09,7.738863585e-09,4.276289316e-09,6.691785877e-11,3.636933366e-07
70,2.796169167e-09,7.738881924e-09,4.276179153e-09,6.698009358e-11,3.088530597e-07
71,2.374843929e-09,7.7388975e-09,4.276085538e-09,6.703898713e-11,2.622867393e-07
72,2.016994083e-09,7.738910729e-09,4.276005992e-09,6.709428671e-11,2.227448229e-07
73,1.713058799e-09,7.738921965e-09,4.275938407e-09,6.714585854e-11,1.891667688e-07
74,1.454916886e-09,7.738931508e-09,4.275880987e-09,6.719365172e-11,1.606523869e-07
75,1.235670088e-09,7.738939613e-09,4.275832208e-09,6.72376792e-11,1.364375391e-07
76,1.049459003e-09,7.738946497e-09,4.27579077e-09,6.72780177e-11,1.158735346e-07
77,8.913066937e-10,7.738952344e-09,4.27575557e-09,6.731478264e-11,9.840965544e-08
78,7.569858233e-10,7.73895731e-09,4.275725671e-09,6.734810666e-11,8.357833406e-08
79,6.429058024e-10,7.738961527e-09,4.275700275e-09,6.73781647e-11,7.098257952e-08
80,5.460169054e-10,7.73896511e-09,4.275678704e-09,6.740514338e-11,6.028530994e-08
81,4.637288233e-10,7.738968152e-09,4.275660382e-09,6.742923183e-11,5.120030028e-08
82,3.938414783e-10,7.738970736e-09,4.275644821e-09,6.745061946e-11,4.348450126e-08
83,3.344862514e-10,7.73897293e-09,4.275631604e-09,6.746951618e-11,3.693152008e-08
84,2.840760554e-10,7.738974794e-09,4.275620378e-09,6.748611434e-11,3.136608735e-08
85,2.41262934e-10,7.738976377e-09,4.275610845e-09,6.750060553e-11,2.663936027e-08
86,2.049020321e-10,7.738977722e-09,4.275602747e-09,6.751317213e-11,2.262493558e-08
87,1.74021004e-10,7.738978863e-09,4.275595871e-09,6.752399632e-11,1.921546482e-08
88,1.477940236e-10,7.738979833e-09,4.27559003e-09,6.753324871e-11,1.631978032e-08
89,1.255197082e-10,7.738980657e-09,4.27558507e-09,6.754108958e-11,1.386045573e-08
90,1.066023686e-10,7.738981356e-09,4.275580857e-09,6.754766464e-11,1.177173366e-08
91,9.053608485e-11,7.73898195e-09,4.275577279e-09,6.755311634e-11,9.997767059e-09
