x,v
0.0625,0.09489114164
0.1875,0.1308641055
0.3125,0.1122937315
0.4375,0.06837502439
0.5625,0.003160363104
0.6875,-0.08053367618
0.8125,-0.1627586865
0.9375,-0.1738566646
