iteration,continuity,u_momentum,v_momentum,pressure_correction,max_velocity_correction
70,3.486218204e-17,3.502493106e-09,7.465563491e-09,5.845373645e-11,0.0001162431854
71,3.307769538e-17,3.504819678e-09,7.469403399e-09,5.915724037e-11,0.000108751607
72,3.111152015e-17,3.507003062e-09,7.473033105e-09,5.999814654e-11,0.0001017245261
73,2.949665184e-17,3.509051805e-09,7.47646186e-09,6.090758922e-11,9.513554368e-05
74,2.807088363e-17,3.510973962e-09,7.479698779e-09,6.182761367e-11,8.895948081e-05
75,2.658476432e-17,3.512777126e-09,7.482752805e-09,6.271365504e-11,8.317233839e-05
76,2.567483918e-17,3.514468454e-09,7.48563268e-09,6.353449524e-11,7.775126693e-05
77,2.367605318e-17,3.516054685e-09,7.488346918e-09,6.42705994e-11,7.267453973e-05
78,2.274791683e-17,3.517542168e-09,7.49090378e-09,6.491168446e-11,6.792152557e-05
79,2.112394291e-17,3.518936884e-09,7.493311269e-09,6.545418833e-11,6.347265948e-05
80,1.960584811e-17,3.520244462e-09,7.495577107e-09,6.589905027e-11,5.930941107e-05
81,1.888798769e-17,3.521470202e-09,7.497708735e-09,6.624990246e-11,5.541425049e-05
82,1.874356857e-17,3.522619094e-09,7.499713309e-09,6.651166567e-11,5.177061259e-05
83,1.745014926e-17,3.523695832e-09,7.50159769e-09,6.668957289e-11,4.83628595e-05
84,1.534908404e-17,3.524704834e-09,7.503368453e-09,6.678850033e-11,4.51762423e-05
85,1.475425515e-17,3.525650257e-09,7.505031885e-09,6.681243179e-11,4.219686227e-05
86,1.369355814e-17,3.526536011e-09,7.506593988e-09,6.676424364e-11,3.941163194e-05
87,1.260385026e-17,3.527365773e-09,7.508060488e-09,6.664548645e-11,3.680823646e-05
88,1.249585355e-17,3.528143001e-09,7.509436836e-09,6.645633484e-11,3.437509549e-05
89,1.185020269e-17,3.528870945e-09,7.510728217e-09,6.619565199e-11,3.210132586e-05
90,1.063195755e-17,3.529552661e-09,7.51193956e-09,6.586116259e-11,2.997670518e-05
91,8.987972482e-18,3.530191023e-09,7.513075541e-09,6.544980775e-11,2.799163652e-05
92,9.715256147e-18,3.530788729e-09,7.514140599e-09,6.495830023e-11,2.613711435e-05
93,7.612602734e-18,3.53134713e-09,7.51513751e-09,6.205289771e-11,2.440418718e-05
94,8.478693923e-18,3.531867885e-09,7.516069538e-09,6.353017688e-11,2.278494678e-05
95,7.904723222e-18,3.532354905e-09,7.516942607e-09,6.203517858e-11,2.127320943e-05
96,7.312753071e-18,3.532810447e-09,7.517760251e-09,5.989170366e-11,1.986205466e-05
97,5.795187667e-18,3.533236579e-09,7.518525851e-09,5.693589167e-11,1.854477504e-05
98,5.455209818e-18,3.533635213e-09,7.519242614e-09,5.293212056e-11,1.731504932e-05
99,9.424406209e-18,3.534008123e-09,7.519913564e-09,9.961770169e-11,1.616697785e-05
100,7.864700915e-18,3.534356963e-09,7.52054155e-09,8.360228109e-11,1.5095073e-05
101,6.373393532e-18,3.534683275e-09,7.521129253e-09,7.054745125e-11,1.409423427e-05
102,4.8640867e-18,3.534988501e-09,7.521679193e-09,6.055166782e-11,1.315971928e-05
103,4.506638796e-18,3.535273989e-09,7.52219374e-09,5.346211473e-11,1.22871153e-05
104,4.031453312e-18,3.535541e-09,7.522675121e-09,4.890921919e-11,1.147231278e-05
105,3.484481787e-18,3.535790718e-09,7.523125426e-09,4.635121255e-11,1.071148158e-05
106,3.945797106e-18,3.536024249e-09,7.523546621e-09,4.517465056e-11,1.000104957e-05
107,3.222430969e-18,3.53624263e-09,7.523940551e-09,4.48184259e-11,9.337683545e-06
108,3.862470239e-18,3.536446833e-09,7.524308949e-09,4.48533393e-11,8.718272011e-06
109,2.6878473e-18,3.536637769e-09,7.524653439e-09,4.499789877e-11,8.139909594e-06
110,3.198502288e-18,3.536816289e-09,7.524975547e-09,4.509610026e-11,7.599882856e-06
111,2.786632517e-18,3.536983193e-09,7.525276705e-09,4.508542658e-11,7.095657293e-06
112,2.71304653e-18,3.537139229e-09,7.525558254e-09,4.496899555e-11,6.624865354e-06
113,2.63374307e-18,3.537285098e-09,7.525821452e-09,4.479482777e-11,6.185295364e-06
114,2.571486149e-18,3.537421455e-09,7.52606748e-09,4.464067069e-11,5.77488125e-06
115,3.260547451e-18,3.537548915e-09,7.526297443e-09,4.460214557e-11,5.39169298e-06
116,2.675141806e-18,3.537668054e-09,7.526512377e-09,4.478208953e-11,5.033927652e-06
117,2.23383764e-18,3.53777941e-09,7.526713252e-09,4.527997721e-11,4.699901185e-06
118,2.731681255e-18,3.537883488e-09,7.526900978e-09,4.618163011e-11,4.388040548e-06
119,2.247601926e-18,3.537980758e-09,7.527076407e-09,4.755047677e-11,4.096876508e-06
120,2.821466747e-18,3.538071664e-09,7.527240336e-09,4.942229336e-11,3.825036838e-06
121,2.550839721e-18,3.538156618e-09,7.527393512e-09,5.18044314e-11,3.571239967e-06
122,2.446019393e-18,3.538236008e-09,7.527536634e-09,5.46792914e-11,3.33428905e-06
123,2.428972855e-18,3.538310195e-09,7.527670356e-09,5.801037769e-11,3.113066403e-06
124,2.338446209e-18,3.538379518e-09,7.527795291e-09,6.174910026e-11,2.906528313e-06
125,2.688694333e-18,3.538444294e-09,7.527912011e-09,6.584051814e-11,2.713700175e-06
126,2.795102847e-18,3.538504819e-09,7.528021053e-09,7.022774702e-11,2.533671943e-06
127,2.285718408e-18,3.538561371e-09,7.528122918e-09,7.485477156e-11,2.365593886e-06
128,2.136217093e-18,3.538614208e-09,7.528218077e-09,7.966810031e-11,2.208672603e-06
129,2.584297522e-18,3.538663574e-09,7.528306966e-09,8.461776437e-11,2.062167313e-06
130,2.770433012e-18,3.538709696e-09,7.528389998e-09,8.965761e-11,1.925386378e-06
131,2.536651919e-18,3.538752785e-09,7.528467557e-09,9.474565e-11,1.797684055e-06
132,2.230025992e-18,3.538793041e-09,7.52854e-09,9.984407164e-11,1.678457463e-06
133,2.538557743e-18,3.538830648e-09,7.528607664e-09,4.899529721e-11,1.567143741e-06
134,2.690600157e-18,3.538865779e-09,7.528670863e-09,5.037843993e-11,1.463217405e-06
135,2.164698576e-18,3.538898598e-09,7.528729891e-09,5.160998703e-11,1.366187867e-06
136,2.303400221e-18,3.538929256e-09,7.52878502e-09,5.270669917e-11,1.275597121e-06
137,2.429290493e-18,3.538957895e-09,7.528836509e-09,5.368397929e-11,1.191017586e-06
138,2.016361931e-18,3.538984646e-09,7.528884596e-09,5.455589518e-11,1.112050085e-06
139,2.528499227e-18,3.539009635e-09,7.528929506e-09,5.533495812e-11,1.03832196e-06
140,1.987245173e-18,3.539032976e-09,7.528971448e-09,5.603228224e-11,9.694853132e-07
141,2.728081365e-18,3.539054778e-09,7.529010617e-09,5.665763974e-11,9.052153598e-07
142,2.284659617e-18,3.539075142e-09,7.529047196e-09,5.721959862e-11,8.452088953e-07
143,2.279153903e-18,3.539094163e-09,7.529081356e-09,5.772565195e-11,7.891828608e-07
144,1.873425121e-18,3.539111929e-09,7.529113257e-09,5.818233632e-11,7.368730048e-07
145,2.202285663e-18,3.539128523e-09,7.529143048e-09,5.859533313e-11,6.880326329e-07
146,2.418490823e-18,3.539144021e-09,7.529170868e-09,5.896962962e-11,6.424314412e-07
147,2.052043194e-18,3.539158496e-09,7.529196848e-09,5.930955657e-11,5.998544269e-07
148,1.743617322e-18,3.539172016e-09,7.529221108e-09,5.961890836e-11,5.601008709e-07
149,1.711006553e-18,3.539184642e-09,7.529243762e-09,5.990098869e-11,5.229833884e-07
150,2.159298741e-18,3.539196435e-09,7.529264918e-09,6.015868604e-11,4.883270425e-07
151,2.144263906e-18,3.539207449e-09,7.529284672e-09,6.039455595e-11,4.559685165e-07
152,2.210755992e-18,3.539217735e-09,7.529303119e-09,6.061083579e-11,4.257553414e-07
153,1.773475233e-18,3.539227341e-09,7.529320345e-09,6.080948809e-11,3.975451747e-07
154,2.295459287e-18,3.539236313e-09,7.529336431e-09,6.099223657e-11,3.712051275e-07
155,2.285083133e-18,3.539244691e-09,7.529351451e-09,6.1160639e-11,3.466111353e-07
156,1.840179078e-18,3.539252516e-09,7.529365477e-09,6.131603323e-11,3.236473724e-07
157,2.346810659e-18,3.539259824e-09,7.529378574e-09,6.145964651e-11,3.022057032e-07
158,1.943517097e-18,3.539266648e-09,7.529390803e-09,6.159252312e-11,2.82185172e-07
159,2.090689072e-18,3.539273021e-09,7.529402223e-09,6.17156497e-11,2.634915249e-07
160,2.344904835e-18,3.539278973e-09,7.529412886e-09,6.182984877e-11,2.460367651e-07
161,2.036267205e-18,3.539284531e-09,7.529422844e-09,6.193591799e-11,2.297387368e-07
162,1.925835285e-18,3.539289721e-09,7.529432141e-09,6.203450973e-11,2.145207369e-07
163,2.112288412e-18,3.539294569e-09,7.529440823e-09,6.212626588e-11,2.003111529e-07
164,2.09810061e-18,3.539299095e-09,7.52944893e-09,6.221170748e-11,1.870431247e-07
165,2.026526326e-18,3.539303322e-09,7.5294565e-09,6.229137303e-11,1.746542288e-07
166,2.115041269e-18,3.53930727e-09,7.529463568e-09,6.236568754e-11,1.630861835e-07
167,2.135581818e-18,3.539310956e-09,7.529470169e-09,6.243506851e-11,1.522845739e-07
168,2.360257308e-18,3.539314399e-09,7.529476332e-09,6.249988449e-11,1.421985952e-07
169,2.075654237e-18,3.539317613e-09,7.529482087e-09,6.256047469e-11,1.327808126e-07
170,2.468889283e-18,3.539320615e-09,7.52948746e-09,6.261714548e-11,1.239869379e-07
171,1.958234295e-18,3.539323418e-09,7.529492478e-09,6.267016642e-11,1.157756201e-07
172,2.496206096e-18,3.539326036e-09,7.529497163e-09,6.271981809e-11,1.081082511e-07
173,2.315152803e-18,3.539328481e-09,7.529501538e-09,6.276630308e-11,1.009487828e-07
174,1.953681493e-18,3.539330763e-09,7.529505624e-09,6.280986604e-11,9.426355781e-08
175,2.44644291e-18,3.539332895e-09,7.529509438e-09,6.285068645e-11,8.80211504e-08
176,1.936740834e-18,3.539334886e-09,7.529513e-09,6.288892945e-11,8.219221855e-08
177,1.678395785e-18,3.539336745e-09,7.529516326e-09,6.292479145e-11,7.674936559e-08
178,1.780251497e-18,3.53933848e-09,7.529519432e-09,6.295841487e-11,7.166701113e-08
179,1.715241718e-18,3.539340101e-09,7.529522332e-09,6.298996464e-11,6.692127058e-08
180,2.049290337e-18,3.539341615e-09,7.52952504e-09,6.301952023e-11,6.248984258e-08
181,2.292918188e-18,3.539343028e-09,7.529527568e-09,6.304724289e-11,5.83519041e-08
182,2.858947955e-18,3.539344348e-09,7.529529929e-09,6.307323191e-11,5.44880122e-08
183,2.524581699e-18,3.53934558e-09,7.529532134e-09,6.309762435e-11,5.088001261e-08
184,1.545199854e-18,3.539346731e-09,7.529534192e-09,6.312045095e-11,4.75109542e-08
185,2.245060827e-18,3.539347806e-09,7.529536115e-09,6.314189237e-11,4.436500919e-08
186,2.110064951e-18,3.539348809e-09,7.52953791e-09,6.31619431e-11,4.142739871e-08
187,2.032879073e-18,3.539349747e-09,7.529539586e-09,6.318075259e-11,3.868432322e-08
188,1.868237044e-18,3.539350622e-09,7.529541151e-09,6.319834154e-11,3.612289751e-08
189,2.072477864e-18,3.539351439e-09,7.529542612e-09,6.32148308e-11,3.373109012e-08
190,2.147016763e-18,3.539352202e-09,7.529543977e-09,6.323024058e-11,3.149766689e-08
191,2.284659617e-18,3.539352914e-09,7.529545251e-09,6.324467939e-11,2.941213778e-08
192,2.3947739e-18,3.53935358e-09,7.529546441e-09,6.325816054e-11,2.746470784e-08
193,2.040925886e-18,3.539354201e-09,7.529547552e-09,6.327074776e-11,2.564623103e-08
194,2.238919838e-18,3.539354781e-09,7.529548589e-09,6.328254549e-11,2.394816716e-08
195,1.663466829e-18,3.539355323e-09,7.529549558e-09,6.329349697e-11,2.236254179e-08
196,2.069936765e-18,3.539355829e-09,7.529550463e-09,6.330374131e-11,2.088190874e-08
197,2.513358513e-18,3.539356301e-09,7.529551307e-09,6.331325492e-11,1.949931501e-08
198,2.039443579e-18,3.539356742e-09,7.529552096e-09,6.332216415e-11,1.820826831e-08
199,1.666537324e-18,3.539357154e-09,7.529552833e-09,6.333036283e-11,1.700270623e-08
200,1.825144243e-18,3.539357539e-09,7.52955352e-09,6.333808268e-11,1.587696789e-08
201,2.271954123e-18,3.539357898e-09,7.529554163e-09,6.334522098e-11,1.482576749e-08
202,2.198474015e-18,3.539358233e-09,7.529554762e-09,6.335180658e-11,1.384416916e-08
203,1.76066386e-18,3.539358546e-09,7.529555322e-09,6.335795847e-11,1.292756402e-08
204,1.885707099e-18,3.539358839e-09,7.529555845e-09,6.336359156e-11,1.207164849e-08
205,2.162263356e-18,3.539359112e-09,7.529556333e-09,6.336881805e-11,1.127240383e-08
206,2.493876755e-18,3.539359367e-09,7.529556789e-09,6.337365616e-11,1.052607758e-08
207,1.970410394e-18,3.539359605e-09,7.529557215e-09,6.337803065e-11,9.829165773e-09
