x,v
0.0625,0.09510876679
0.1875,0.1306951892
0.3125,0.1123165748
0.4375,0.06842223847
0.5625,0.003449291909
0.6875,-0.080253624
0.8125,-0.1626456802
0.9375,-0.1736599191
