y,u
0.0625,-0.0482133895
0.1875,-0.09778991188
0.3125,-0.1262331248
0.4375,-0.1362271427
0.5625,-0.1179555679
0.6875,-0.05207165047
0.8125,0.09756144932
0.9375,0.4710935386
