iteration,continuity,u_momentum,v_momentum,pressure_correction,max_velocity_correction
168,1.479047899e-09,2.991432539e-09,5.427565801e-10,5.43468271e-11,3.344223694e-06
169,1.41039886e-09,2.991386471e-09,5.427566736e-10,5.434290889e-11,3.188849364e-06
170,1.344935132e-09,2.991342573e-09,5.427567616e-10,5.433917151e-11,3.040696695e-06
171,1.282509049e-09,2.991300742e-09,5.427568444e-10,5.433560981e-11,2.899429997e-06
172,1.222979778e-09,2.991260879e-09,5.427569224e-10,5.433221853e-11,2.764729164e-06
173,1.166212997e-09,2.991222889e-09,5.427569959e-10,5.432898811e-11,2.636288961e-06
174,1.112080604e-09,2.991186684e-09,5.427570651e-10,5.432591518e-11,2.51381833e-06
175,1.060460422e-09,2.991152178e-09,5.427571304e-10,5.432299444e-11,2.397039734e-06
176,1.011235936e-09,2.991119291e-09,5.427571919e-10,5.432021977e-11,2.285688535e-06
177,9.642960208e-10,2.991087946e-09,5.4275725e-10,5.431758742e-11,2.179512394e-06
178,9.195347019e-10,2.991058071e-09,5.427573048e-10,5.431509025e-11,2.078270699e-06
179,8.768509122e-10,2.991029594e-09,5.427573565e-10,5.431272064e-11,1.981734026e-06
180,8.361482672e-10,2.991002451e-09,5.427574053e-10,5.43104802e-11,1.889683615e-06
181,7.97334849e-10,2.990976578e-09,5.427574515e-10,5.430835687e-11,1.801910878e-06
182,7.603229998e-10,2.990951915e-09,5.427574951e-10,5.430635011e-11,1.718216927e-06
183,7.250291242e-10,2.990928405e-09,5.427575363e-10,5.43044541e-11,1.638412121e-06
184,6.913735022e-10,2.990905994e-09,5.427575753e-10,5.4302665e-11,1.56231564e-06
185,6.592801103e-10,2.99088463e-09,5.427576121e-10,5.430097913e-11,1.489755074e-06
186,6.28676449e-10,2.990864263e-09,5.42757647e-10,5.429938924e-11,1.420566029e-06
187,5.994933822e-10,2.990844848e-09,5.4275768e-10,5.429789366e-11,1.35459176e-06
188,5.716649785e-10,2.990826338e-09,5.427577113e-10,5.429648759e-11,1.291682811e-06
189,5.45128366e-10,2.990808692e-09,5.427577409e-10,5.429516747e-11,1.231696678e-06
190,5.198235874e-10,2.990791869e-09,5.427577689e-10,5.429392865e-11,1.174497486e-06
191,4.956934686e-10,2.99077583e-09,5.427577954e-10,5.429276617e-11,1.11995568e-06
192,4.72683486e-10,2.990760539e-09,5.427578206e-10,5.429168143e-11,1.06794773e-06
193,4.507416475e-10,2.99074596e-09,5.427578445e-10,5.429066738e-11,1.018355853e-06
194,4.298183718e-10,2.990732061e-09,5.427578671e-10,5.428971989e-11,9.710677444e-07
195,4.09866379e-10,2.990718809e-09,5.427578885e-10,5.428883911e-11,9.259763228e-07
196,3.908405831e-10,2.990706174e-09,5.427579089e-10,5.428801832e-11,8.82979488e-07
197,3.726979903e-10,2.990694127e-09,5.427579282e-10,5.428725699e-11,8.419798879e-07
198,3.553976013e-10,2.990682641e-09,5.427579465e-10,5.428655154e-11,8.028846987e-07
199,3.389003209e-10,2.99067169e-09,5.427579639e-10,5.428590001e-11,7.656054138e-07
200,3.231688675e-10,2.990661248e-09,5.427579804e-10,5.428529613e-11,7.300576427e-07
201,3.0816769e-10,2.990651293e-09,5.42757996e-10,5.428474283e-11,6.961609194e-07
202,2.938628873e-10,2.9906418e-09,5.427580109e-10,5.428423222e-11,6.638385202e-07
203,2.802221323e-10,2.990632748e-09,5.42758025e-10,5.428376431e-11,6.330172894e-07
204,2.672145977e-10,2.990624118e-09,5.427580385e-10,5.428333953e-11,6.036274726e-07
205,2.548108881e-10,2.990615889e-09,5.427580512e-10,5.428295241e-11,5.756025594e-07
206,2.429829718e-10,2.990608043e-09,5.427580633e-10,5.428260174e-11,5.488791321e-07
207,2.317041185e-10,2.990600561e-09,5.427580748e-10,5.428228511e-11,5.23396721e-07
208,2.209488391e-10,2.990593427e-09,5.427580858e-10,5.428200008e-11,4.990976686e-07
209,2.106928275e-10,2.990586624e-09,5.427580962e-10,5.428174517e-11,4.759269976e-07
210,2.009129064e-10,2.990580138e-09,5.427581061e-10,5.428152019e-11,4.538322864e-07
211,1.915869738e-10,2.990573953e-09,5.427581155e-10,5.428132182e-11,4.327635511e-07
212,1.826939538e-10,2.990568056e-09,5.427581245e-10,5.428114734e-11,4.126731306e-07
213,1.742137495e-10,2.990562432e-09,5.42758133e-10,5.428099802e-11,3.935155796e-07
214,1.661271966e-10,2.99055707e-09,5.427581411e-10,5.428087123e-11,3.752475652e-07
215,1.584160204e-10,2.990551957e-09,5.427581488e-10,5.428076348e-11,3.578277686e-07
216,1.510627951e-10,2.990547081e-09,5.427581561e-10,5.428067583e-11,3.412167913e-07
217,1.440509032e-10,2.990542432e-09,5.427581631e-10,5.428060775e-11,3.25377066e-07
218,1.373644992e-10,2.990537999e-09,5.427581697e-10,5.428055582e-11,3.102727713e-07
219,1.309884734e-10,2.990533771e-09,5.427581761e-10,5.428051841e-11,2.958697503e-07
220,1.249084169e-10,2.99052974e-09,5.427581821e-10,5.428049625e-11,2.821354336e-07
221,1.191105904e-10,2.990525896e-09,5.427581878e-10,5.428048767e-11,2.690387652e-07
222,1.135818919e-10,2.990522231e-09,5.427581933e-10,5.428048997e-11,2.565501322e-07
223,1.08309828e-10,2.990518736e-09,5.427581984e-10,5.428050787e-11,2.446412974e-07
224,1.032824854e-10,2.990515403e-09,5.427582034e-10,5.428053381e-11,2.332853359e-07
225,9.848850356e-11,2.990512225e-09,5.427582081e-10,5.42805683e-11,2.224565735e-07
226,9.391704978e-11,2.990509194e-09,5.427582126e-10,5.428061262e-11,2.121305289e-07
227,8.955779366e-11,2.990506304e-09,5.427582168e-10,5.42806654e-11,2.022838581e-07
228,8.540088507e-11,2.990503548e-09,5.427582209e-10,5.428072508e-11,1.928943018e-07
229,8.143693069e-11,2.99050092e-09,5.427582248e-10,5.428079253e-11,1.839406343e-07
230,7.76569738e-11,2.990498415e-09,5.427582285e-10,5.42808628e-11,1.754026162e-07
231,7.405247274e-11,2.990496025e-09,5.42758232e-10,5.428094097e-11,1.672609483e-07
232,7.061528297e-11,2.990493747e-09,5.427582353e-10,5.42810248e-11,1.594972275e-07
233,6.733763794e-11,2.990491574e-09,5.427582385e-10,5.428111137e-11,1.520939058e-07
234,6.421213153e-11,2.990489502e-09,5.427582415e-10,5.428120203e-11,1.450342501e-07
235,6.123170149e-11,2.990487526e-09,5.427582444e-10,5.428129625e-11,1.383023045e-07
236,5.83896135e-11,2.990485642e-09,5.427582472e-10,5.428139259e-11,1.318828541e-07
237,5.567944593e-11,2.990483845e-09,5.427582498e-10,5.428149111e-11,1.257613908e-07
238,5.309507473e-11,2.990482132e-09,5.427582523e-10,5.428159118e-11,1.199240801e-07
239,5.063066123e-11,2.990480498e-09,5.427582547e-10,5.428169536e-11,1.143577299e-07
240,4.828063671e-11,2.99047894e-09,5.42758257e-10,5.428179796e-11,1.090497609e-07
241,4.603969146e-11,2.990477455e-09,5.427582591e-10,5.428190205e-11,1.03988178e-07
242,4.390276196e-11,2.990476038e-09,5.427582612e-10,5.428200709e-11,9.916154287e-08
243,4.186502065e-11,2.990474687e-09,5.427582632e-10,5.42821131e-11,9.455894853e-08
244,3.992186269e-11,2.990473399e-09,5.427582651e-10,5.42822202e-11,9.01699943e-08
245,3.806889815e-11,2.990472171e-09,5.427582668e-10,5.428232478e-11,8.598476267e-08
246,3.63019404e-11,2.990470999e-09,5.427582685e-10,5.42824301e-11,8.199379631e-08
247,3.461699716e-11,2.990469882e-09,5.427582702e-10,5.428253381e-11,7.818807729e-08
248,3.301026131e-11,2.990468817e-09,5.427582717e-10,5.428263839e-11,7.455900616e-08
249,3.147810317e-11,2.990467801e-09,5.427582732e-10,5.428274149e-11,7.109838299e-08
250,3.001706078e-11,2.990466833e-09,5.427582746e-10,5.428284311e-11,6.779838838e-08
251,2.862383288e-11,2.990465909e-09,5.427582759e-10,5.428294433e-11,6.465156588e-08
252,2.729527226e-11,2.990465028e-09,5.427582772e-10,5.428304198e-11,6.165080541e-08
253,2.602837694e-11,2.990464189e-09,5.427582784e-10,5.428314064e-11,5.878932707e-08
254,2.482028468e-11,2.990463388e-09,5.427582796e-10,5.428323829e-11,5.606066553e-08
255,2.36682661e-11,2.990462624e-09,5.427582807e-10,5.428333052e-11,5.34586555e-08
256,2.256971847e-11,2.990461896e-09,5.427582818e-10,5.428342549e-11,5.097741834e-08
257,2.152215997e-11,2.990461201e-09,5.427582828e-10,5.428351456e-11,4.861134775e-08
258,2.052322379e-11,2.990460539e-09,5.427582837e-10,5.428360533e-11,4.63550982e-08
259,1.957065293e-11,2.990459907e-09,5.427582846e-10,5.428369115e-11,4.420357211e-08
260,1.866229542e-11,2.990459305e-09,5.427582855e-10,5.428377644e-11,4.21519086e-08
261,1.779609913e-11,2.990458731e-09,5.427582863e-10,5.428386196e-11,4.01954722e-08
262,1.697010692e-11,2.990458183e-09,5.427582871e-10,5.428394293e-11,3.832984283e-08
263,1.618245305e-11,2.990457661e-09,5.427582879e-10,5.428402069e-11,3.655080577e-08
264,1.543135777e-11,2.990457163e-09,5.427582886e-10,5.428409995e-11,3.485434158e-08
265,1.47151242e-11,2.990456688e-09,5.427582893e-10,5.428417284e-11,3.32366176e-08
266,1.403213412e-11,2.990456236e-09,5.427582899e-10,5.428424847e-11,3.169397908e-08
267,1.338084484e-11,2.990455804e-09,5.427582906e-10,5.428431949e-11,3.022294082e-08
268,1.275978478e-11,2.990455392e-09,5.427582912e-10,5.428438754e-11,2.882017955e-08
269,1.216755099e-11,2.990454999e-09,5.427582917e-10,5.428445471e-11,2.748252614e-08
270,1.160280499e-11,2.990454625e-09,5.427582923e-10,5.428452008e-11,2.620695863e-08
271,1.106427157e-11,2.990454268e-09,5.427582928e-10,5.428458484e-11,2.499059529e-08
272,1.055073351e-11,2.990453927e-09,5.427582933e-10,5.428464174e-11,2.383068823e-08
273,1.006103132e-11,2.990453603e-09,5.427582937e-10,5.428470525e-11,2.272461697e-08
274,9.594058133e-12,2.990453293e-09,5.427582942e-10,5.428476253e-11,2.166988264e-08
275,9.148759134e-12,2.990452998e-09,5.427582946e-10,5.42848152e-11,2.066410271e-08
276,8.724128338e-12,2.990452716e-09,5.42758295e-10,5.428486738e-11,1.970500482e-08
277,8.319206673e-12,2.990452448e-09,5.427582954e-10,5.428492097e-11,1.879042227e-08
278,7.933078656e-12,2.990452192e-09,5.427582958e-10,5.428497298e-11,1.791828899e-08
279,7.564872844e-12,2.990451948e-09,5.427582961e-10,5.428501778e-11,1.708663463e-08
280,7.213756819e-12,2.990451715e-09,5.427582965e-10,5.42850654e-11,1.629358051e-08
281,6.87893754e-12,2.990451493e-09,5.427582968e-10,5.428510637e-11,1.553733492e-08
282,6.559658606e-12,2.990451281e-09,5.427582971e-10,5.428515131e-11,1.481618947e-08
283,6.255198602e-12,2.990451079e-09,5.427582974e-10,5.428519249e-11,1.412851516e-08
284,5.96487031e-12,2.990450887e-09,5.427582977e-10,5.428523262e-11,1.347275819e-08
285,5.688016758e-12,2.990450703e-09,5.427582979e-10,5.428526575e-11,1.284743736e-08
286,5.424013268e-12,2.990450528e-09,5.427582982e-10,5.428530911e-11,1.225114007e-08
287,5.172263228e-12,2.990450362e-09,5.427582984e-10,5.428534153e-11,1.168251892e-08
288,4.932198201e-12,2.990450202e-09,5.427582987e-10,5.42853751e-11,1.114028969e-08
289,4.703275128e-12,2.990450051e-09,5.427582989e-10,5.428540848e-11,1.062322724e-08
290,4.484977559e-12,2.990449906e-09,5.427582991e-10,5.428543767e-11,1.013016357e-08
291,4.276811955e-12,2.990449768e-09,5.427582993e-10,5.428546813e-11,9.659984784e-09
