y,u
0.03125,-0.02367262917
0.09375,-0.05870012717
0.15625,-0.08683163159
0.21875,-0.1107904271
0.28125,-0.1317991132
0.34375,-0.1496591686
0.40625,-0.162670381
0.46875,-0.1680110087
0.53125,-0.1620603421
0.59375,-0.1409528259
0.65625,-0.1012339831
0.71875,-0.04019929176
0.78125,0.04573105219
0.84375,0.1718846155
0.90625,0.3788733966
0.96875,0.7379298473
