x,v
0.03125,0.05352199847
0.09375,0.1161394788
0.15625,0.1445314334
0.21875,0.150718905
0.28125,0.1426328251
0.34375,0.1243534241
0.40625,0.0974770294
0.46875,0.06239782648
0.53125,0.01937032968
0.59375,-0.03060563142
0.65625,-0.08551911601
0.71875,-0.1411369343
0.78125,-0.1879978538
0.84375,-0.2095311423
0.90625,-0.1807771106
0.96875,-0.0770237713
