y,u
0.03125,-0.02400692362
0.09375,-0.0596574468
0.15625,-0.08798222125
0.21875,-0.1120228733
0.28125,-0.1330053158
0.34375,-0.1507040282
0.40625,-0.1634153132
0.46875,-0.1683516013
0.53125,-0.1619693753
0.59375,-0.1405345966
0.65625,-0.1007612719
0.71875,-0.03999723666
0.78125,0.04567888117
0.84375,0.1719987193
0.90625,0.3798759394
0.96875,0.7380430169
